Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 101 | 1 | 3ffff6 | 00000000.00000000.00000000.00000000.00000000.4c5e6ff3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.fe4080b8.00000000. | 1 | 3fffe2 | 00000000.00000000.00000000.00000000.bbfe3e76.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffee | 00000000.00000000.00000000.61738509.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 3ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.70829417.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe8 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.4082c2fa.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.00000000.e32565a0.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.8597a92d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 3fffe6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.67a9ea24.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffeb | 00000000.00000000.82c5053c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffa | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a9bbcd51.00000000.00000000.00000000.00000000. | 1 | 3fffee | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.c507477e.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 000 | 1 | 7fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.074989c0.00000000. | 1 | 7fffc9 | 00000000.00000000.94d7174c.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffcc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.a6b8ca4d. | 1 | 7ffff1 | 00000000.00000000.00000000.132536b9.00000000.00000000.00000000.00000000. |
| 001 | 1 | 7fffcf | 00000000.00000000.00000000.00000000.d719598e.00000000.00000000.00000000. | 1 | 7ffff4 | 64a6e71a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff7 | 00000000.00000000.00000000.00000000.00000000.253748cb.00000000.00000000. | 1 | 7fffe7 | 00000000.00000000.00000000.3a4c5de1.00000000.00000000.00000000.00000000. |
| 010 | 1 | 7fffd5 | 00000000.00000000.00000000.00000000.00000000.00000000.195b9bd0.00000000. | 1 | 7ffffa | 00000000.00000000.a6e9295c.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffffd | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.37495add. | 1 | 7fffd2 | 00000000.b8cadc5f.00000000.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 7ffff3 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.5e708205. | 1 | 7fffd8 | 00000000.00000000.00000000.cadcee71.00000000.00000000.00000000.00000000. | 1 | 7fffc0 | 00000000.00000000.00000000.00000000.e92b6b9e.00000000.00000000.00000000. | 1 | 7ffff0 | 00000000.00000000.8bce0e44.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 7fffde | 00000000.00000000.00000000.00000000.00000000.dcef0083.00000000.00000000. | 1 | 7fffc3 | 00000000.495b6cef.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff6 | 00000000.00000000.00000000.00000000.ce105086.00000000.00000000.00000000. | 1 | 7fffdb | 5b9dde12.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 7ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.105292c8.00000000. | 1 | 7fffe1 | 00000000.00000000.9de02054.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.00000532.00000000.00000000.00000000. | 1 | 7fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.ef011295. |
| 110 | 1 | 7fffda | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.162839bd. | 1 | 7fffff | 00000000.00000000.00000000.8294a629.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.0000046d.00000a02.25374902.00000000.7fffbfe0.00400050. | 1 | 7fffe7 | 00000000.00000000.00000000.00000000.e0226296.00000000.00000000.00000000. |
| 111 | 1 | 7fffed | 00000000.00000000.00000000.00000000.00000000.00000000.2264a4d8.00000000. | 1 | 7fffbf | 7fffbff8.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffc5 | 00000000.00000000.00000000.00000000.00000000.94a6b83b.00000000.00000000. | 1 | 7fffea | 00000000.011324a7.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 3ffffe | 00000000.00000000.00000000.00000000.00000000.bbcddf63.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe1 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.cddff175. | 1 | 3fffea | 00000000.00000000.00000000.00000000.a9ec2c66.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffed | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.ec2e6ea8.00000000. |
| 001 | 1 | 3ffff5 | 498bcc02.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.2e70b0ea.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.f507189d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.dff20387.00000000.00000000.00000000.00000000.00000000.00000000. |
| 010 | 1 | 3ffff6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.b2f5356e.00000000.00000000.00000000. | 1 | 3fffe7 | 00000000.00000000.00000000.f2041599.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffea | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.041627ab.00000000.00000000. | 1 | 3ffff3 | 00000000.00000000.70b2f32c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 3ffff9 | 00000000.00000000.00000000.00000000.00000000.00000000.f53777b0.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe8 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.3d4f60e5. | 1 | 3fffe1 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.5294d50a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.da1c5c98.00000000. |
| 100 | 1 | 3fffeb | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.4f6172f7.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffc | 3779b9f2.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff0 | 00000000.283a4bcf.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffff | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.79bbfc34.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 3ffff6 | 00000000.00000000.00000000.00000000.00000000.4c5e6ff3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.fe4080b8.00000000. | 1 | 3fffe2 | 00000000.00000000.00000000.00000000.bbfe3e76.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffee | 00000000.00000000.00000000.61738509.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 3ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.70829417.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe8 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.4082c2fa.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.00000000.e32565a0.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.8597a92d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 3fffe6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.67a9ea24.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffeb | 00000000.00000000.82c5053c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffa | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a9bbcd51.00000000.00000000.00000000.00000000. | 1 | 3fffee | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.c507477e.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 000 | 1 | 7fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.074989c0.00000000. | 1 | 7fffc9 | 00000000.00000000.94d7174c.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffcc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.a6b8ca4d. | 1 | 7ffff1 | 00000000.00000000.00000000.132536b9.00000000.00000000.00000000.00000000. |
| 001 | 1 | 7fffcf | 00000000.00000000.00000000.00000000.d719598e.00000000.00000000.00000000. | 1 | 7ffff4 | 64a6e71a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff7 | 00000000.00000000.00000000.00000000.00000000.253748cb.00000000.00000000. | 1 | 7fffe7 | 00000000.00000000.00000000.3a4c5de1.00000000.00000000.00000000.00000000. |
| 010 | 1 | 7fffd5 | 00000000.00000000.00000000.00000000.00000000.00000000.195b9bd0.00000000. | 1 | 7ffffa | 00000000.00000000.a6e9295c.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffffd | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.37495add. | 1 | 7fffd2 | 00000000.b8cadc5f.00000000.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 7ffff3 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.5e708205. | 1 | 7fffd8 | 00000000.00000000.00000000.cadcee71.00000000.00000000.00000000.00000000. | 1 | 7fffc0 | 00000000.00000000.00000000.00000000.e92b6b9e.00000000.00000000.00000000. | 1 | 7ffff0 | 00000000.00000000.8bce0e44.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 7fffde | 00000000.00000000.00000000.00000000.00000000.dcef0083.00000000.00000000. | 1 | 7fffc3 | 00000000.495b6cef.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff6 | 00000000.00000000.00000000.00000000.ce105086.00000000.00000000.00000000. | 1 | 7fffdb | 5b9dde12.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 7ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.105292c8.00000000. | 1 | 7fffe1 | 00000000.00000000.9de02054.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.00000f95.00000000.00000000.00000000. | 1 | 7fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.ef011295. |
| 110 | 1 | 7fffda | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.162839bd. | 1 | 7fffff | 00000000.00000000.00000000.8294a629.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.00000f95.00000b09.8ed111e9.00000000.7fffbfe0.00400050. | 1 | 7fffe7 | 00000000.00000000.00000000.00000000.e0226296.00000000.00000000.00000000. |
| 111 | 1 | 7fffed | 00000000.00000000.00000000.00000000.00000000.00000000.2264a4d8.00000000. | 1 | 7fffbf | 7fffbff8.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffc5 | 00000000.00000000.00000000.00000000.00000000.94a6b83b.00000000.00000000. | 1 | 7fffea | 00000000.011324a7.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 3ffffe | 00000000.00000000.00000000.00000000.00000000.bbcddf63.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe1 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.cddff175. | 1 | 3fffea | 00000000.00000000.00000000.00000000.a9ec2c66.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffed | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.ec2e6ea8.00000000. |
| 001 | 1 | 3ffff5 | 498bcc02.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.2e70b0ea.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.f507189d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.dff20387.00000000.00000000.00000000.00000000.00000000.00000000. |
| 010 | 1 | 3ffff6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.b2f5356e.00000000.00000000.00000000. | 1 | 3fffe7 | 00000000.00000000.00000000.f2041599.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffea | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.041627ab.00000000.00000000. | 1 | 3ffff3 | 00000000.00000000.70b2f32c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
